player_name,player_id,season,injury,from,until,days_missed,games_missed,age,dob,nationality_id,nationality_name,club_name,league_id,league_name,overall,value_eur,wage_eur,height_cm,weight_kg,club_position,fifa_update_date,short_name,long_name,combined_name,preferred_foot,work_rate,body_type,pace,month,injury_category,position_category,total_days_missed,injury_count
Philippe Rommens,340791,22/23,Broken collarbone,2023-01-01,2023-02-02,32,6,24,1997-08-20,7,Belgium,Go Ahead Eagles,10,Eredivisie,66,1300000,3000,175,69,SUB,2022-09-01,P. Rommens,Philippe Rommens,Philippe Rommens,Right,Medium/Medium,Normal (170-185),66,Jan,bone injuries,other,41,2
Philippe Sandler,340460,22/23,unknown injury,2023-04-13,2023-04-19,6,1,25,1997-02-10,34,Netherlands,NEC,10,Eredivisie,69,1900000,5000,190,82,SUB,2022-09-26,P. Sandler,Philippe Sandler,Philippe Sandler,Right,High/Medium,Normal (185+),63,Apr,unknown injuries,other,253,5
Phillip Menzel,284346,21/22,Corona virus,2022-02-16,2022-02-26,10,1,22,1998-08-18,21,Germany,Austria Klagenfurt,80,Bundesliga,65,925000,2000,192,84,GK,2021-08-16,P. Menzel,Phillip Menzel,Phillip Menzel,Right,Medium/Medium,Normal (185+),NA,Feb,coronavirus,goalkeepers,10,1
Phillipp Mwene,127573,22/23,unknown injury,2023-04-02,2023-04-20,18,3,28,1994-01-29,4,Austria,PSV,10,Eredivisie,74,3800000,15000,172,68,SUB,2022-09-01,P. Mwene,Phillipp Mwene,Phillipp Mwene,Right,High/Medium,Normal (170-185),79,Apr,unknown injuries,other,163,4
Pierluigi Gollini,244192,22/23,Muscle fatigue,2022-11-08,2022-11-12,4,1,27,1995-03-18,27,Italy,Fiorentina,31,Serie A,78,14000000,36000,194,94,GK,2022-09-01,P. Gollini,Pierluigi Gollini,Pierluigi Gollini,Right,Medium/Medium,Normal (185+),NA,Nov,muscle injuries,goalkeepers,4,1
Pierluigi Pinto,349389,21/22,Hamstring muscle injury,2022-03-18,2022-04-01,14,2,22,1998-09-22,27,Italy,Fiorentina,31,Serie A,58,425000,6000,188,78,RES,2021-08-16,P. Pinto,Pierluigi Pinto,Pierluigi Pinto,Right,Medium/Medium,Normal (185+),33,Mar,muscle injuries,other,14,1
Piero Hincapie,659813,22/23,Foot injury,2023-06-19,2023-07-19,30,1,20,2002-01-09,57,Ecuador,Bayer 04 Leverkusen,19,Bundesliga,78,26500000,33000,183,66,LB,2022-09-01,P. Hincapié,Piero Martín Hincapié Reyna,Piero Hincapié,Left,Medium/Medium,Normal (170-185),83,Jun,miscellaneous,defenders,54,3
Pierre Kalulu,585949,22/23,Calf injury,2023-03-26,2023-04-10,15,2,22,2000-06-05,18,France,Milan,31,Serie A,78,26500000,47000,184,69,RCB,2022-09-01,P. Kalulu,Pierre Kazeye Rommel Kalulu Kyatengwa,Pierre Kalulu,Right,Medium/High,Lean (170-185),80,Mar,muscle injuries,defenders,15,1
Pierre-Emerick Aubameyang,58864,22/23,Head injury,2022-08-29,2022-09-05,7,2,33,1989-06-18,115,Gabon,FC Barcelona,53,La Liga,85,34500000,220000,187,80,SUB,2022-09-01,P. Aubameyang,Pierre-Emerick Emiliano François Aubameyang,Pierre-Emerick Aubameyang,Right,High/Low,Unique,87,Aug,head and neck injuries,other,49,4
Pierrick Capelle,214532,21/22,unknown injury,2022-04-25,2022-05-15,20,3,34,1987-04-15,18,France,Angers SCO,16,Ligue 1,75,2600000,22000,181,73,RM,2021-08-16,P. Capelle,Pierrick Capelle,Pierrick Capelle,Left,High/Medium,Lean (170-185),67,Apr,unknown injuries,midfielders,20,1
Pieter Bos,342703,21/22,heart problems,2022-05-18,NA,649,NA,24,1997-02-23,34,Netherlands,SC Cambuur,10,Eredivisie,61,375000,950,193,85,SUB,2021-08-16,P. Bos,Pieter Bos,Pieter Bos,Right,Medium/Medium,Lean (185+),NA,May,miscellaneous,other,649,1
Pietro Boer,581604,21/22,Corona virus,2022-02-17,2022-02-24,7,1,19,2002-05-12,27,Italy,Roma,31,Serie A,54,275000,2000,193,80,RES,2021-09-23,P. Boer,Pietro Boer,Pietro Boer,Right,Medium/Medium,Normal (185+),NA,Feb,coronavirus,other,7,1
Pietro Pellegri,364133,22/23,Adductor pain,2023-04-22,2023-04-29,7,2,21,2001-03-17,27,Italy,Torino,31,Serie A,69,2900000,15000,188,80,SUB,2022-09-01,P. Pellegri,Pietro Pellegri,Pietro Pellegri,Right,Medium/Medium,Normal (185+),65,Apr,muscle injuries,other,228,13
Pietro Terracciano,96254,22/23,Fever,2023-03-09,2023-03-14,5,2,32,1990-03-08,27,Italy,Fiorentina,31,Serie A,76,3700000,34000,193,78,SUB,2022-09-01,P. Terracciano,Pietro Terracciano,Pietro Terracciano,Right,Medium/Medium,Lean (185+),NA,Mar,illnesses and infections,other,18,3
Piotr Zielinski,181136,22/23,Calf problems,2022-10-05,2022-10-06,1,NA,28,1994-05-20,37,Poland,Napoli,31,Serie A,83,36500000,78000,180,75,LCM,2022-09-01,P. Zieliński,Piotr Sebastian Zieliński,Piotr Zieliński,Right,Medium/Medium,Lean (170-185),81,Oct,muscle injuries,midfielders,33,5
Pizzi,64339,21/22,Corona virus,2022-01-05,2022-01-11,6,1,31,1989-10-06,38,Portugal,İstanbul Başakşehir,68,Super Lig,79,14500000,17000,177,72,RCM,2022-02-10,NA,Luís Miguel Afonso Fernandes,Luís NA,Right,High/Medium,Normal (170-185),72,Jan,coronavirus,midfielders,6,1
Pol Llonch,205276,21/22,Hamstring injury,2022-02-13,2022-03-07,22,4,28,1992-10-07,45,Spain,Willem II,10,Eredivisie,73,2700000,8000,171,70,RCM,2021-08-16,NA,Pol Llonch Puyaltó,Pol NA,Right,Medium/High,Normal (170-185),77,Feb,muscle injuries,midfielders,51,2
Pol Lozano,412045,21/22,ankle sprain,2021-10-17,2021-11-24,38,7,21,1999-10-06,45,Spain,Espanyol,53,La Liga,68,3000000,6000,176,68,RES,2021-08-16,NA,Pol Lozano Vizuete,Pol NA,Right,Medium/High,Lean (170-185),73,Oct,joint and ligament injuries,other,38,1
Presnel Kimpembe,282041,22/23,Achilles tendon rupture,2023-02-26,NA,367,49,26,1995-08-13,18,France,Paris Saint Germain,16,Ligue 1,83,42000000,95000,189,80,LCB,2022-09-01,P. Kimpembe,Presnel Kimpembe,Presnel Kimpembe,Left,Medium/High,Normal (185+),80,Feb,joint and ligament injuries,defenders,515,6
Przemyslaw Placheta,383109,21/22,Ill,2021-08-15,2021-09-25,41,10,23,1998-03-23,37,Poland,Norwich City,13,Premier League,69,3100000,14000,177,72,SUB,2021-08-16,P. Płacheta,Przemysław Płacheta,Przemysław Płacheta,Left,High/Medium,Lean (170-185),93,Aug,illnesses and infections,other,41,1
Qazim Laci,290552,22/23,unknown injury,2023-02-01,2023-02-10,9,1,26,1996-01-19,1,Albania,Ajaccio,16,Ligue 1,70,2000000,10000,175,67,SUB,2022-09-01,Q. Laçi,Qazim Laçi,Qazim Laçi,Right,High/High,Lean (170-185),72,Feb,unknown injuries,other,30,2
Quentin Boisgard,412671,22/23,Hamstring injury,2023-08-25,2023-09-25,31,4,25,1997-03-17,18,France,Lorient,16,Ligue 1,70,2100000,10000,174,75,SUB,2022-09-01,Q. Boisgard,Quentin Boisgard,Quentin Boisgard,Right,Medium/Medium,Normal (170-185),56,Aug,muscle injuries,other,300,2
Quentin Lecoeuche,332142,21/22,Broken collarbone,2021-07-09,2021-09-09,62,NA,27,1994-02-04,18,France,Lorient,16,Ligue 1,66,900000,5000,172,65,SUB,2021-08-16,Q. Lecoeuche,Quentin Lecoeuche,Quentin Lecoeuche,Left,Medium/Medium,Normal (170-185),78,Jul,bone injuries,other,62,1
Quentin Merlin,557613,22/23,Adductor injury,2023-01-12,2023-03-18,65,15,20,2002-05-16,18,France,Nantes,16,Ligue 1,70,3700000,9000,173,67,LWB,2022-09-01,Q. Merlin,Quentin Merlin,Quentin Merlin,Left,High/Medium,Normal (170-185),70,Jan,muscle injuries,defenders,65,1
Quilindschy Hartman,514285,22/23,Ill,2023-03-15,2023-03-17,2,1,20,2001-11-14,34,Netherlands,Feyenoord,10,Eredivisie,60,575000,1000,183,72,RES,2022-09-01,Q. Hartman,Quilindschy Hartman,Quilindschy Hartman,Left,High/Medium,Normal (170-185),71,Mar,illnesses and infections,other,21,4
Quincy Promes,182381,21/22,unknown injury,2022-04-02,2022-04-27,25,5,29,1992-01-04,34,Netherlands,Spartak Moskva,67,Premier League,80,20500000,68000,174,72,LM,2021-08-16,Q. Promes,Quincy Anton Promes,Quincy Promes,Right,High/Medium,Normal (170-185),88,Apr,unknown injuries,midfielders,71,3
Quinten Timber,420213,22/23,Knee injury,2023-02-24,2023-04-28,63,16,21,2001-06-17,34,Netherlands,Feyenoord,10,Eredivisie,72,5500000,6000,179,71,SUB,2022-09-01,Q. Timber,Quinten Ryan Crispito Timber,Quinten Timber,Right,High/High,Normal (170-185),79,Feb,joint and ligament injuries,other,91,3
Rabbi Matondo,404384,22/23,unknown injury,2023-01-01,2023-04-17,106,18,21,2000-09-09,50,Wales,Rangers,50,Premiership,73,7000000,33000,175,66,SUB,2022-09-01,R. Matondo,Rabbi Matondo,Rabbi Matondo,Right,High/Low,Lean (170-185),92,Jan,unknown injuries,other,106,1
Rachid Ghezzal,118287,22/23,Rest,2023-06-01,2023-06-08,7,2,30,1992-05-09,97,Algeria,Beşiktaş,68,Super Lig,79,17000000,61000,182,70,RM,2022-09-01,R. Ghezzal,Rachid Ghezzal,Rachid Ghezzal,Left,Medium/Low,Lean (170-185),72,Jun,rest and fitness,midfielders,227,13
Rade Krunic,259953,22/23,Knee problems,2023-05-12,2023-05-16,4,2,28,1993-10-07,8,Bosnia and Herzegovina,Milan,31,Serie A,77,10500000,58000,184,74,SUB,2022-09-01,R. Krunić,Rade Krunić,Rade Krunić,Right,High/High,Normal (170-185),67,May,joint and ligament injuries,other,91,4
Radinio Balker,458405,22/23,unknown injury,2023-01-28,2023-02-01,4,1,23,1998-09-03,34,Netherlands,FC Groningen,10,Eredivisie,65,1000000,2000,193,82,LCB,2022-09-01,R. Balker,Radinio Balker,Radinio Balker,Right,Medium/High,Normal (185+),67,Jan,unknown injuries,defenders,369,3
Radoslaw Majecki,346546,21/22,Muscle injury,2022-01-27,2022-02-21,25,5,21,1999-11-16,37,Poland,Monaco,16,Ligue 1,71,3200000,13000,193,78,SUB,2021-08-16,R. Majecki,Radosław Majecki,Radosław Majecki,Right,Medium/Medium,Lean (185+),NA,Jan,muscle injuries,other,25,1
Rafa Mir,361254,21/22,bruise,2022-03-18,2022-04-02,15,1,24,1997-06-18,45,Spain,Wolverhampton Wanderers,13,Premier League,77,21500000,68000,191,87,RES,2021-08-16,NA,Rafael Mir Vicente,Rafael NA,Right,High/Medium,Normal (185+),72,Mar,bruises and contusions,other,15,1
Rafael,61892,21/22,Achilles tendon rupture,2022-01-25,2022-08-11,198,38,30,1990-07-09,54,Brazil,İstanbul Başakşehir FK,68,Super Lig,76,6500000,32000,172,78,SUB,2021-08-16,NA,Rafael Pereira da Silva,Rafael NA,Right,High/Medium,Normal (170-185),76,Jan,joint and ligament injuries,other,198,1
Rafael Czichos,84150,21/22,Leg injury,2022-05-18,2022-05-23,5,2,31,1990-05-14,21,Germany,FC Köln,19,Bundesliga,72,1600000,18000,187,86,LCB,2021-08-16,R. Czichos,Rafael Czichos,Rafael Czichos,Left,Medium/Medium,Normal (185+),59,May,miscellaneous,defenders,18,2
Rafal Gikiewicz,78339,22/23,Shoulder injury,2023-04-09,2023-05-20,41,5,34,1987-10-26,37,Poland,FC Augsburg,19,Bundesliga,77,1800000,21000,190,81,GK,2022-09-01,R. Gikiewicz,Rafał Gikiewicz,Rafał Gikiewicz,Right,Medium/Medium,Normal (185+),NA,Apr,miscellaneous,goalkeepers,82,3
Rafik Guitane,394328,22/23,unknown injury,2023-04-10,2023-04-20,10,1,23,1999-05-26,18,France,Reims,16,Ligue 1,71,4200000,13000,170,64,RES,2022-09-01,R. Guitane,Rafik Guitane,Rafik Guitane,Left,Medium/Low,Normal (170-),76,Apr,unknown injuries,other,193,6
Rafinha,33947,22/23,ankle sprain,2023-01-22,2023-03-31,68,11,29,1993-02-12,54,Brazil,Paris Saint Germain,16,Ligue 1,78,13500000,74000,174,71,RES,2022-09-01,NA,Rafael Alcântara do Nascimento,Rafael NA,Left,High/Medium,Normal (170-185),66,Jan,joint and ligament injuries,other,93,5
Ragnar Ache,416380,21/22,Muscle injury,2022-01-27,2022-03-24,56,9,22,1998-07-28,21,Germany,Eintracht Frankfurt,19,Bundesliga,68,2700000,10000,182,77,SUB,2021-08-16,R. Ache,Ragnar Ache,Ragnar Ache,Right,High/Medium,Normal (170-185),81,Jan,muscle injuries,other,64,2
Ragnar Oratmangoen,410854,22/23,unknown injury,2023-03-02,2023-03-08,6,1,24,1998-01-21,34,Netherlands,FC Groningen,10,Eredivisie,69,2000000,4000,180,70,SUB,2022-09-01,R. Oratmangoen,Ragnar Oratmangoen,Ragnar Oratmangoen,Right,High/High,Normal (170-185),77,Mar,unknown injuries,other,6,1
Raheem Sterling,134425,22/23,Hamstring injury,2023-03-09,2023-04-02,24,3,27,1994-12-08,14,England,Chelsea,13,Premier League,86,72500000,195000,170,69,ST,2022-09-01,R. Sterling,Raheem Sterling,Raheem Sterling,Right,High/Medium,Unique,90,Mar,muscle injuries,forwards,55,3
Ralf Fahrmann,39015,22/23,Adductor pain,2023-04-15,2023-05-22,37,5,33,1988-09-27,21,Germany,Schalke 04,19,Bundesliga,70,525000,10000,197,98,SUB,2022-09-01,R. Fährmann,Ralf Sebastian Fährmann,Ralf Fährmann,Right,Medium/Medium,Stocky (185+),NA,Apr,muscle injuries,other,44,2
Ramazan Civelek,282560,21/22,Hamstring injury,2022-05-01,2022-05-07,6,2,25,1996-01-22,48,Turkey,Kayserispor,68,Super Lig,66,1000000,4000,171,65,SUB,2021-08-16,R. Civelek,Ramazan Civelek,Ramazan Civelek,Right,High/High,Lean (170-185),78,May,muscle injuries,other,6,1
Rami Al Hajj,593415,21/22,unknown injury,2021-08-18,2021-09-08,21,6,19,2001-09-17,46,Sweden,SC Heerenveen,10,Eredivisie,64,1400000,1000,180,75,SUB,2021-09-25,R. Al Hajj,Rami Al Hajj,Rami Al Hajj,Right,Medium/Medium,Lean (170-185),71,Aug,unknown injuries,other,21,1
Rami Kaib,274373,21/22,unknown injury,2022-02-08,2022-02-15,7,1,24,1997-05-08,46,Sweden,SC Heerenveen,10,Eredivisie,66,1100000,2000,178,63,LB,2021-08-16,R. Kaib,Rami Kaib,Rami Kaib,Left,High/Medium,Lean (170-185),80,Feb,unknown injuries,defenders,36,2
Ramiz Zerrouki,416660,22/23,unknown injury,2023-02-15,2023-02-22,7,1,24,1998-05-26,97,Algeria,FC Twente,10,Eredivisie,73,4600000,10000,183,72,RCM,2022-09-01,R. Zerrouki,Ramiz Larbi Zerrouki,Ramiz Zerrouki,Right,Medium/High,Normal (170-185),73,Feb,unknown injuries,midfielders,23,3
Ramon Arias,131095,22/23,Muscle injury,2022-07-07,2022-07-19,12,2,29,1992-07-27,60,Uruguay,Giresunspor,68,Super Lig,70,1300000,8000,180,84,RCB,2022-09-26,R. Arias,Ramon Ginés Arias Quinteros,Ramon Arias,Right,Low/Medium,Normal (170-185),50,Jul,muscle injuries,defenders,12,1
Ramon Hendriks,436064,22/23,Knee injury,2023-04-07,2023-06-30,84,NA,20,2001-07-18,34,Netherlands,FC Utrecht,10,Eredivisie,66,1900000,2000,189,76,RES,2022-09-01,R. Hendriks,Ramon Hendriks,Ramon Hendriks,Left,Medium/Medium,Normal (185+),68,Apr,joint and ligament injuries,other,332,2
Ramy Bensebaini,284732,22/23,Hip flexor problems,2023-05-28,2023-06-05,8,NA,27,1995-04-16,97,Algeria,Borussia Mönchengladbach,19,Bundesliga,78,15000000,28000,187,85,LB,2022-09-01,R. Bensebaini,Ramy Bensebaini,Ramy Bensebaini,Left,High/Medium,Normal (185+),70,May,muscle injuries,defenders,128,10
Ramzi Aya,57633,21/22,Muscle fatigue,2021-09-08,2021-10-14,36,5,30,1990-08-02,27,Italy,Salernitana,31,Serie A,67,825000,12000,184,79,SUB,2021-08-16,R. Aya,Ramzi Aya,Ramzi Aya,Right,Low/High,Normal (170-185),69,Sep,muscle injuries,other,36,1
Randal Kolo Muani,487969,22/23,Adductor pain,2023-04-28,2023-05-02,4,1,23,1998-12-05,18,France,Eintracht Frankfurt,19,Bundesliga,78,22500000,29000,187,73,RF,2022-09-01,R. Kolo Muani,Randal Kolo Muani,Randal Kolo Muani,Right,Medium/Medium,Lean (185+),84,Apr,muscle injuries,forwards,4,1
Randy Nteka,560483,21/22,Corona virus,2021-12-27,2022-01-03,7,1,23,1997-12-06,18,France,Rayo Vallecano,53,La Liga,72,5000000,13000,189,75,CAM,2021-08-16,R. Nteka,Randy Nteka,Randy Nteka,Left,High/Medium,Normal (185+),75,Dec,coronavirus,midfielders,21,2
Raoul Bellanova,357992,21/22,unknown injury,2022-06-02,2022-06-12,10,2,21,2000-05-17,27,Italy,Bordeaux,16,Ligue 1,68,2600000,7000,188,82,SUB,2021-08-16,R. Bellanova,Raoul Bellanova,Raoul Bellanova,Right,High/Medium,Normal (185+),73,Jun,unknown injuries,other,22,3
Raphael Framberger,146163,22/23,muscular problems,2023-03-02,2023-05-08,67,9,26,1995-09-06,21,Germany,FC Augsburg,19,Bundesliga,69,1700000,12000,179,76,SUB,2022-09-01,R. Framberger,Raphael Framberger,Raphael Framberger,Right,Medium/Medium,Normal (170-185),81,Mar,muscle injuries,other,135,3
Raphael Guerreiro,170986,22/23,muscular problems,2022-10-24,2022-11-03,10,3,28,1993-12-22,38,Portugal,Borussia Dortmund,19,Bundesliga,82,27500000,57000,170,71,LB,2022-09-01,R. Guerreiro,Raphaël Adelino José Guerreiro,Raphaël Guerreiro,Left,High/Low,Normal (170-),74,Oct,muscle injuries,defenders,119,10
Raphael Varane,164770,22/23,Foot injury,2023-04-14,2023-05-08,24,7,29,1993-04-25,18,France,Manchester United,13,Premier League,84,39000000,155000,191,81,LCB,2022-09-01,R. Varane,Raphaël Varane,Raphaël Varane,Right,Medium/High,Unique,81,Apr,miscellaneous,defenders,147,8
Raphinha,411295,21/22,Corona virus,2022-03-17,2022-03-31,14,1,24,1996-12-14,54,Brazil,Leeds United,13,Premier League,82,46000000,89000,176,68,RM,2021-08-16,NA,Raphael Dias Belloli,Raphael NA,Left,High/High,Lean (170-185),91,Mar,coronavirus,midfielders,14,1
Rashaan Fernandes,315130,22/23,unknown injury,2022-08-01,2022-08-10,9,1,23,1998-08-29,34,Netherlands,Go Ahead Eagles,10,Eredivisie,65,1400000,2000,170,68,SUB,2022-09-01,R. Fernandes,Rashaan Fernandes,Rashaan Fernandes,Right,Medium/Low,Normal (170-),84,Aug,unknown injuries,other,9,1
Rasmus Hojlund,610442,22/23,Adductor pain,2023-05-03,2023-05-12,9,2,19,2003-02-04,13,Denmark,Sturm Graz,80,Bundesliga,67,2400000,5000,187,79,LS,2022-09-01,R. Højlund,Rasmus Winther Højlund,Rasmus Højlund,Left,Medium/High,Normal (185+),83,May,muscle injuries,forwards,9,1
Rasmus Kristensen,369684,22/23,Knock,2022-09-01,2022-09-04,3,1,24,1997-07-11,13,Denmark,Leeds United,13,Premier League,77,15000000,31000,187,70,RB,2022-09-01,R. Kristensen,Rasmus Nissen Kristensen,Rasmus Kristensen,Right,High/High,Normal (185+),80,Sep,bruises and contusions,defenders,3,1
Raul Jimenez,206040,22/23,Hip problems,2022-09-30,2022-11-14,45,10,31,1991-05-05,83,Mexico,Wolverhampton Wanderers,13,Premier League,82,25500000,110000,188,81,ST,2022-09-01,R. Jiménez,Raúl Alonso Jiménez Rodríguez,Raúl Jiménez,Right,Medium/High,Normal (185+),73,Sep,miscellaneous,forwards,70,2
Rav van den Berg,640556,21/22,unknown injury,2022-02-22,2022-03-16,22,3,16,2004-07-07,34,Netherlands,PEC Zwolle,10,Eredivisie,59,675000,500,190,80,LCB,2021-08-16,R. van den Berg,Rav van den Berg,Rav van den Berg,Right,Medium/Medium,Lean (185+),54,Feb,unknown injuries,defenders,22,1
Ravil Tagir,655893,21/22,unknown injury,2022-03-14,2022-04-11,28,5,18,2003-05-06,48,Turkey,İstanbul Başakşehir,68,Super Lig,65,1700000,2000,182,70,RES,2021-08-16,R. Tagir,Ravil Tagir,Ravil Tagir,Left,Medium/Medium,Lean (170-185),67,Mar,unknown injuries,other,76,5
Rayane Aabid,468244,21/22,Torn thigh muscle,2021-11-25,2021-12-03,8,2,29,1992-01-19,18,France,Yeni Malatyaspor,68,Super Lig,71,1600000,10000,178,71,LDM,2021-08-16,R. Aabid,Rayane Aabid,Rayane Aabid,Right,Medium/Medium,Normal (170-185),70,Nov,muscle injuries,midfielders,8,1
Rayyan Baniya,394872,21/22,unknown injury,2022-02-14,2022-05-23,98,14,22,1999-02-18,27,Italy,Fatih Karagümrük S.K.,68,Super Lig,56,300000,2000,192,84,RES,2021-09-23,R. Baniya,Rayyan Baniya,Rayyan Baniya,Right,Low/Medium,Stocky (185+),64,Feb,unknown injuries,other,124,2
Razvan Marin,295183,22/23,Muscle injury,2023-05-20,2023-06-30,41,4,26,1996-05-23,39,Romania,Empoli,31,Serie A,73,3700000,5000,178,75,LCM,2022-09-01,R. Marin,Răzvan Gabriel Marin,Răzvan Marin,Right,Medium/Medium,Normal (170-185),68,May,muscle injuries,midfielders,55,3
Recep Niyaz,105653,22/23,unknown injury,2023-03-09,2023-04-05,27,6,27,1995-01-01,48,Turkey,Gaziantep F.K.,68,Super Lig,69,1600000,9000,165,60,SUB,2022-09-01,R. Niyaz,Recep Niyaz,Recep Niyaz,Left,Medium/Low,Lean (170-),75,Mar,unknown injuries,other,62,3
Reda Kharchouch,482826,22/23,Back injury,2022-09-02,2022-09-15,13,2,26,1995-08-27,34,Netherlands,Excelsior,10,Eredivisie,65,950000,2000,192,75,RS,2022-09-01,R. Kharchouch,Reda Kharchouch,Reda Kharchouch,Right,High/Medium,Normal (185+),55,Sep,back injuries,forwards,116,3
Reece James,472423,22/23,Hamstring injury,2023-04-25,2023-05-31,36,7,22,1999-12-08,14,England,Chelsea,13,Premier League,84,57000000,120000,178,87,RWB,2022-09-01,R. James,Reece James,Reece James,Right,High/Medium,Stocky (170-185),81,Apr,muscle injuries,defenders,230,10
Reece Oxford,314295,22/23,muscular problems,2023-04-01,2023-06-30,90,9,23,1998-12-16,14,England,FC Augsburg,19,Bundesliga,76,10000000,21000,193,86,CB,2022-09-01,R. Oxford,Reece Oxford,Reece Oxford,Right,Medium/Medium,Lean (185+),68,Apr,muscle injuries,defenders,343,6
Reinier,627226,22/23,Hamstring injury,2022-12-20,2023-02-11,53,8,20,2002-01-19,54,Brazil,Real Madrid,53,La Liga,69,3100000,38000,185,82,RES,2022-09-01,NA,Reinier Jesus Carvalho,Reinier NA,Right,Medium/Medium,Lean (185+),69,Dec,muscle injuries,other,103,3
Reiss Nelson,340325,22/23,Thigh problems,2022-12-22,2023-02-12,52,9,22,1999-12-10,14,England,Arsenal,13,Premier League,73,6000000,51000,175,71,SUB,2022-09-01,R. Nelson,Reiss Nelson,Reiss Nelson,Right,High/Medium,Lean (170-185),86,Dec,miscellaneous,other,174,6
Remco Balk,412940,21/22,unknown injury,2021-08-12,2021-09-12,31,4,20,2001-03-02,34,Netherlands,FC Utrecht,10,Eredivisie,63,1200000,3000,176,65,SUB,2021-08-16,R. Balk,Remco Balk,Remco Balk,Right,Medium/Medium,Lean (170-185),82,Aug,unknown injuries,other,31,1
Remi Matthews,196722,22/23,Hip injury,2022-11-05,2022-11-07,2,1,28,1994-02-10,14,England,St. Johnstone,50,Premiership,65,600000,10000,192,78,GK,2022-09-01,R. Matthews,Remi Matthews,Remi Matthews,Right,Medium/Medium,Lean (185+),NA,Nov,miscellaneous,goalkeepers,2,1
Remko Pasveer,25520,21/22,Broken finger,2022-02-23,2022-07-22,149,26,37,1983-11-08,34,Netherlands,Ajax,10,Eredivisie,75,625000,8000,188,88,SUB,2021-08-16,R. Pasveer,Remko Pasveer,Remko Pasveer,Right,Medium/Medium,Normal (185+),NA,Feb,bone injuries,other,149,1
Remo Freuler,148252,21/22,muscular problems,2022-04-07,2022-04-19,12,4,29,1992-04-15,47,Switzerland,Atalanta,31,Serie A,80,20500000,58000,180,80,LCM,2021-08-16,R. Freuler,Remo Marco Freuler,Remo Freuler,Right,Medium/Medium,Normal (170-185),69,Apr,muscle injuries,midfielders,12,1
Renan Lodi,476352,21/22,Lumbago,2021-11-27,2021-11-29,2,1,23,1998-04-08,54,Brazil,Atlético Madrid,53,La Liga,81,36500000,49000,173,70,SUB,2021-08-16,NA,Renan Augusto Lodi dos Santos,Renan NA,Left,High/Medium,Lean (170-185),84,Nov,rest and fitness,other,2,1
Renato Sanches,258027,22/23,Adductor pain,2023-04-09,2023-05-05,26,3,24,1997-08-18,38,Portugal,Paris Saint Germain,16,Ligue 1,80,33000000,72000,176,70,SUB,2022-09-01,NA,Renato Júnior Luz Sanches,Renato NA,Right,High/High,Normal (170-185),83,Apr,muscle injuries,other,199,9
Renato Steffen,194638,22/23,Neck injury,2022-11-23,2022-11-27,4,1,30,1991-11-03,47,Switzerland,VfL Wolfsburg,19,Bundesliga,76,7000000,40000,170,65,SUB,2022-09-01,R. Steffen,Renato Steffen,Renato Steffen,Left,High/Medium,Normal (170-),85,Nov,head and neck injuries,other,4,1
Renato Tapia,277137,21/22,Muscle injury,2022-06-04,2022-06-09,5,2,25,1995-07-28,59,Peru,Celta de Vigo,53,La Liga,79,22000000,25000,185,80,CDM,2021-08-16,R. Tapia,Renato Fabrizio Tapia Cortijo,Renato Tapia,Right,Medium/High,Stocky (185+),69,Jun,muscle injuries,midfielders,34,3
